;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te;auc_dif
4;{'n_estimators': 184, 'max_depth': 2, 'min_samples_leaf': 385, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
7;{'n_estimators': 110, 'max_depth': 18, 'min_samples_leaf': 318, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
10;{'n_estimators': 172, 'max_depth': 9, 'min_samples_leaf': 404, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
22;{'n_estimators': 157, 'max_depth': 9, 'min_samples_leaf': 366, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
28;{'n_estimators': 44, 'max_depth': 13, 'min_samples_leaf': 423, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
31;{'n_estimators': 180, 'max_depth': 15, 'min_samples_leaf': 404, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
34;{'n_estimators': 79, 'max_depth': 14, 'min_samples_leaf': 472, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
37;{'n_estimators': 10, 'max_depth': 4, 'min_samples_leaf': 404, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
61;{'n_estimators': 33, 'max_depth': 3, 'min_samples_leaf': 433, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
67;{'n_estimators': 192, 'max_depth': 7, 'min_samples_leaf': 337, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
88;{'n_estimators': 72, 'max_depth': 2, 'min_samples_leaf': 375, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
91;{'n_estimators': 10, 'max_depth': 17, 'min_samples_leaf': 395, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
94;{'n_estimators': 75, 'max_depth': 8, 'min_samples_leaf': 472, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
97;{'n_estimators': 44, 'max_depth': 9, 'min_samples_leaf': 414, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
103;{'n_estimators': 37, 'max_depth': 5, 'min_samples_leaf': 308, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
106;{'n_estimators': 41, 'max_depth': 20, 'min_samples_leaf': 356, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
109;{'n_estimators': 145, 'max_depth': 4, 'min_samples_leaf': 375, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
124;{'n_estimators': 99, 'max_depth': 4, 'min_samples_leaf': 308, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
127;{'n_estimators': 153, 'max_depth': 11, 'min_samples_leaf': 318, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
130;{'n_estimators': 33, 'max_depth': 7, 'min_samples_leaf': 452, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
142;{'n_estimators': 130, 'max_depth': 17, 'min_samples_leaf': 337, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
169;{'n_estimators': 188, 'max_depth': 5, 'min_samples_leaf': 452, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
172;{'n_estimators': 60, 'max_depth': 6, 'min_samples_leaf': 375, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
178;{'n_estimators': 172, 'max_depth': 11, 'min_samples_leaf': 337, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
181;{'n_estimators': 13, 'max_depth': 14, 'min_samples_leaf': 318, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
184;{'n_estimators': 126, 'max_depth': 19, 'min_samples_leaf': 366, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
187;{'n_estimators': 122, 'max_depth': 13, 'min_samples_leaf': 318, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
193;{'n_estimators': 75, 'max_depth': 1, 'min_samples_leaf': 395, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
199;{'n_estimators': 64, 'max_depth': 1, 'min_samples_leaf': 375, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
202;{'n_estimators': 161, 'max_depth': 7, 'min_samples_leaf': 385, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
208;{'n_estimators': 41, 'max_depth': 4, 'min_samples_leaf': 472, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
211;{'n_estimators': 13, 'max_depth': 19, 'min_samples_leaf': 366, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
232;{'n_estimators': 161, 'max_depth': 16, 'min_samples_leaf': 356, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
238;{'n_estimators': 172, 'max_depth': 12, 'min_samples_leaf': 366, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
241;{'n_estimators': 44, 'max_depth': 4, 'min_samples_leaf': 375, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
244;{'n_estimators': 122, 'max_depth': 17, 'min_samples_leaf': 347, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
256;{'n_estimators': 75, 'max_depth': 10, 'min_samples_leaf': 395, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
262;{'n_estimators': 10, 'max_depth': 20, 'min_samples_leaf': 375, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
277;{'n_estimators': 165, 'max_depth': 17, 'min_samples_leaf': 337, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
280;{'n_estimators': 83, 'max_depth': 9, 'min_samples_leaf': 385, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
283;{'n_estimators': 122, 'max_depth': 6, 'min_samples_leaf': 327, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
286;{'n_estimators': 48, 'max_depth': 14, 'min_samples_leaf': 433, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
291;{'n_estimators': 37, 'max_depth': 11, 'min_data_in_leaf': 145, 'learning_rate': 0,001};Lighgbm;89,62%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";83,57%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";6,05%
298;{'n_estimators': 192, 'max_depth': 4, 'min_samples_leaf': 385, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
